gene_id,Exercise_main_log2FoldChange,Exercise_main_padj,Exercise_main_baseMean
sp|Q60872|IF1A_MOUSE_Eukaryotic_translation_initiation_factor_1A_OS=Mus_musculus_OX=10090_GN=Eif1a_PE=2_SV=3_ANNO,0.375597232919855,0.0374280719635144,238.012963370111
ENSMUST00000154583.8+chr9:117876486-117878503_F:2_P:4_M,0.371499041762745,0.018923307582652,334.775098467224
MSTRG.63225.1+chr9:117876486-117878503_F:2_P:4_M,0.371499041762745,0.018923307582652,334.775098467224
MSTRG.63225.7+chr9:117876486-117878503_F:2_P:4_M,0.371499041762745,0.018923307582652,334.775098467224
MSTRG.63225.8+chr9:117876486-117878503_F:2_P:4_M,0.371499041762745,0.018923307582652,334.775098467224
sp|Q9QYP6-3|AZI2_MOUSE_Isoform_3_of_5-azacytidine-induced_protein_2_OS=Mus_musculus_OX=10090_GN=Azi2_ANNO,0.371499041762745,0.018923307582652,334.775098467224
MSTRG.48018.2-chr5:145120652-145128325_F:0_P:4_M,0.349927405190545,9.05936957608137e-05,11223.2549647565
ENSMUST00000161741.8-chr5:145120652-145128325_F:1_P:8_M,0.349927405190545,9.05936957608137e-05,11223.2549647565
sp|P56135|ATPK_MOUSE_ATP_synthase_subunit_f__mitochondrial_OS=Mus_musculus_OX=10090_GN=Atp5mf_PE=1_SV=3_ANNO,0.349927405190545,9.05936957608137e-05,11223.2549647565
MSTRG.13597.1-chr12:84803903-84819641_F:0_P:26_M,-0.275342243909385,0.0171513850830828,904.030808330978
MSTRG.13597.4-chr12:84803903-84819641_F:0_P:9_M,-0.275342243909385,0.0171513850830828,904.030808330978
MSTRG.13597.3-chr12:84803903-84819641_F:1_P:7_M,-0.275342243909385,0.0171513850830828,904.030808330978
MSTRG.13597.5-chr12:84803903-84819641_F:2_P:23_M,-0.275342243909385,0.0171513850830828,904.030808330978
ENSMUST00000021668.10-chr12:84803903-84819641_F:2_P:11_M,-0.275342243909385,0.0171513850830828,904.030808330978
sp|Q9Z0J0|NPC2_MOUSE_NPC_intracellular_cholesterol_transporter_2_OS=Mus_musculus_OX=10090_GN=Npc2_PE=1_SV=1_ANNO,-0.275342243909385,0.0171513850830828,904.030808330978
ENSMUST00000033582.5+chrX:105059437-105065426_F:1_P:0_M,0.429779649445002,2.20606244844107e-06,12767.3702046081
MSTRG.65165.1+chrX:105059437-105065426_F:2_P:7_M,0.429779649445002,2.20606244844107e-06,12767.3702046081
sp|P56393|COX7B_MOUSE_Cytochrome_c_oxidase_subunit_7B__mitochondrial_OS=Mus_musculus_OX=10090_GN=Cox7b_PE=1_SV=1_ANNO,0.429779649445002,2.20606244844107e-06,12767.3702046081
ENSMUST00000143971.2-chr4:138831318-138858296_F:2_P:2_M,0.287968804792459,0.0006530355345592,2948.41836483062
sp|Q7TNS2|MIC10_MOUSE_MICOS_complex_subunit_Mic10_OS=Mus_musculus_OX=10090_GN=Micos10_PE=1_SV=1_ANNO,0.287968804792459,0.0006530355345592,2948.41836483062
ENSMUST00000099276.4-chr10:112764337-112764627_F:0_P:1_M,-0.6032964270774,0.011670339125763,118.486499401583
sp|Q3UD01|A7L3B_MOUSE_Ataxin-7-like_protein_3B_OS=Mus_musculus_OX=10090_GN=Atxn7l3b_PE=1_SV=1_ANNO,-0.6032964270774,0.011670339125763,118.486499401583
ENSMUST00000025464.8+chr18:80250406-80265562_F:2_P:2_M,0.282768349767025,0.0378135528192862,524.412677031581
ENSMUST00000145963.9+chr18:80250406-80265562_F:1_P:1_M,0.282768349767025,0.0378135528192862,524.412677031581
sp|P83877|TXN4A_MOUSE_Thioredoxin-like_protein_4A_OS=Mus_musculus_OX=10090_GN=Txnl4a_PE=1_SV=1_ANNO,0.282768349767025,0.0378135528192862,524.412677031581
ENSMUST00000217823.2+chr10:80539602-80540270_F:1_P:1_M,-0.870960155959451,0.0134181239210482,43.9230281692378
sp|D3Z690-2|IZUM4_MOUSE_Isoform_2_of_Izumo_sperm-egg_fusion_protein_4_OS=Mus_musculus_OX=10090_GN=Izumo4_ANNO,-0.870960155959451,0.0134181239210482,43.9230281692378
MSTRG.63719.1-chrX:9522229-9529137_F:2_P:3_M,0.278365008090941,0.0342740963403996,556.8966724898
ENSMUST00000033519.3-chrX:9522229-9529137_F:0_P:1_M,0.278365008090941,0.0342740963403996,556.8966724898
sp|P56387|DYLT3_MOUSE_Dynein_light_chain_Tctex-type_3_OS=Mus_musculus_OX=10090_GN=Dynlt3_PE=1_SV=1_ANNO,0.278365008090941,0.0342740963403996,556.8966724898
ENSMUST00000041262.14+chr12:76812374-76829676_F:2_P:0_M,0.275940077426901,0.0139847734043258,1157.7047074627
sp|Q6DG52|CHUR_MOUSE_Protein_Churchill_OS=Mus_musculus_OX=10090_GN=Churc1_PE=3_SV=1_ANNO,0.275940077426901,0.0139847734043258,1157.7047074627
MSTRG.61342.1+chr9:57428611-57439062_F:1_P:3_M,0.314623088777006,0.0012189824539295,14139.9230671241
MSTRG.61342.3+chr9:57428611-57439062_F:0_P:3_M,0.314623088777006,0.0012189824539295,14139.9230671241
MSTRG.61342.2+chr9:57428611-57439062_F:0_P:5_M,0.314623088777006,0.0012189824539295,14139.9230671241
ENSMUST00000000090.8+chr9:57428611-57439062_F:1_P:0_M,0.314623088777006,0.0012189824539295,14139.9230671241
sp|P12787|COX5A_MOUSE_Cytochrome_c_oxidase_subunit_5A__mitochondrial_OS=Mus_musculus_OX=10090_GN=Cox5a_PE=1_SV=2_ANNO,0.314623088777006,0.0012189824539295,14139.9230671241
ENSMUST00000075312.5+chr18:20798496-20806792_F:0_P:2_M,7.72631859300646,0.0290192630696781,35.3446089043992
MSTRG.28460.1+chr18:20798496-20806792_F:2_P:6_M,7.72631859300646,0.0290192630696781,35.3446089043992
sp|P07309|TTHY_MOUSE_Transthyretin_OS=Mus_musculus_OX=10090_GN=Ttr_PE=1_SV=1_ANNO,7.72631859300646,0.0290192630696781,35.3446089043992
ENSMUST00000025095.9-chr17:83810035-83821704_F:0_P:1_M,0.222753949313149,0.0094708208950209,2573.17316365456
MSTRG.27905.3-chr17:83810035-83821704_F:1_P:0_M,0.222753949313149,0.0094708208950209,2573.17316365456
sp|Q61387|CO72L_MOUSE_Cytochrome_c_oxidase_subunit_7A2-like__mitochondrial_OS=Mus_musculus_OX=10090_GN=Cox7a2l_PE=1_SV=1_ANNO,0.222753949313149,0.0094708208950209,2573.17316365456
ENSMUST00000033880.7+chr8:27750437-27765136_F:2_P:0_M,-0.523019034135372,0.0113083859004847,630.000146338822
sp|Q60876|4EBP1_MOUSE_Eukaryotic_translation_initiation_factor_4E-binding_protein_1_OS=Mus_musculus_OX=10090_GN=Eif4ebp1_PE=1_SV=3_ANNO,-0.523019034135372,0.0113083859004847,630.000146338822
ENSMUST00000108131.8-chr4:34768992-34771392_F:0_P:5_M,0.48173432417603,0.0017013973369253,436.481590392126
ENSMUST00000108132.8-chr4:34768992-34771392_F:0_P:6_M,0.48173432417603,0.0017013973369253,436.481590392126
MSTRG.40581.1-chr4:34768992-34771392_F:1_P:6_M,0.48173432417603,0.0017013973369253,436.481590392126
ENSMUST00000108134.8-chr4:34768992-34771392_F:2_P:4_M,0.48173432417603,0.0017013973369253,436.481590392126
ENSMUST00000108133.10-chr4:34768992-34771392_F:2_P:7_M,0.48173432417603,0.0017013973369253,436.481590392126
ENSMUST00000029972.4-chr4:34768992-34771392_F:0_P:2_M,0.48173432417603,0.0017013973369253,436.481590392126
sp|Q9CQQ0|SMIM8_MOUSE_Small_integral_membrane_protein_8_OS=Mus_musculus_OX=10090_GN=Smim8_PE=1_SV=1_ANNO,0.48173432417603,0.0017013973369253,436.481590392126
ENSMUST00000098594.4+chr7:29883656-29885389_F:2_P:2_M,0.516527042878043,2.03414968727391e-06,9260.99718598622
sp|P56392|CX7A1_MOUSE_Cytochrome_c_oxidase_subunit_7A1__mitochondrial_OS=Mus_musculus_OX=10090_GN=Cox7a1_PE=1_SV=1_ANNO,0.516527042878043,2.03414968727391e-06,9260.99718598622
ENSMUST00000166915.8-chr1:133531762-133537955_F:2_P:0_M,0.30486863394027,0.031389994542395,593.445224474256
sp|P62305|RUXE_MOUSE_Small_nuclear_ribonucleoprotein_E_OS=Mus_musculus_OX=10090_GN=Snrpe_PE=1_SV=1_ANNO,0.30486863394027,0.031389994542395,593.445224474256
ENSMUST00000047429.9+chr16:91855324-91908810_F:1_P:0_M,0.393275988578677,0.0040205617448186,386.430611303616
sp|P58064|RT06_MOUSE_Small_ribosomal_subunit_protein_bS6m_OS=Mus_musculus_OX=10090_GN=Mrps6_PE=1_SV=3_ANNO,0.393275988578677,0.0040205617448186,386.430611303616
ENSMUST00000034632.10+chr9:37129563-37133906_F:1_P:3_M,0.56484426338931,0.0268901267118629,134.633590133355
MSTRG.60694.2+chr9:37129563-37133906_F:1_P:3_M,0.56484426338931,0.0268901267118629,134.633590133355
MSTRG.60694.4+chr9:37129563-37133906_F:2_P:1_M,0.56484426338931,0.0268901267118629,134.633590133355
sp|Q9CQ44|TM218_MOUSE_Transmembrane_protein_218_OS=Mus_musculus_OX=10090_GN=Tmem218_PE=3_SV=1_ANNO,0.56484426338931,0.0268901267118629,134.633590133355
ENSMUST00000122119.2-chr7:54061909-54062226_F:0_P:0_M,0.438480546553598,9.52288137174867e-05,679.911979007023
ENSMUST00000031978.9-chr6:39779376-39782519_F:1_P:1_M,0.438480546553598,9.52288137174867e-05,679.911979007023
sp|Q9D2R8|RT33_MOUSE_Small_ribosomal_subunit_protein_mS33_OS=Mus_musculus_OX=10090_GN=Mrps33_PE=1_SV=1_ANNO,0.438480546553598,9.52288137174867e-05,679.911979007023
MSTRG.57289.3-chr8:22953330-22963591_F:1_P:0_M,0.403139138599913,0.0008951490172516,541.812982832853
MSTRG.57289.6-chr8:22953330-22963591_F:2_P:2_M,0.403139138599913,0.0008951490172516,541.812982832853
ENSMUST00000033935.16-chr8:22953330-22963591_F:1_P:0_M,0.403139138599913,0.0008951490172516,541.812982832853
sp|Q80ZU4|SMI19_MOUSE_Small_integral_membrane_protein_19_OS=Mus_musculus_OX=10090_GN=Smim19_PE=1_SV=2_ANNO,0.403139138599913,0.0008951490172516,541.812982832853
ENSMUST00000027444.15-chr1:86471227-86510071_F:1_P:2_M,0.525304988848072,5.6881003724884e-05,483.851000399129
sp|O55057|PDE6D_MOUSE_Retinal_rod_rhodopsin-sensitive_cGMP_3'_5'-cyclic_phosphodiesterase_subunit_delta_OS=Mus_musculus_OX=10090_GN=Pde6d_PE=1_SV=1_ANNO,0.525304988848072,5.6881003724884e-05,483.851000399129
ENSMUST00000162308.8+chr5:145079284-145084692_F:0_P:4_M,0.287241146119607,0.011637301093246,892.901816423267
sp|Q6PGH1-2|BUD31_MOUSE_Isoform_2_of_Protein_BUD31_homolog_OS=Mus_musculus_OX=10090_GN=Bud31_ANNO,0.287241146119607,0.011637301093246,892.901816423267
ENSMUST00000081964.7-chr5:77235589-77242856_F:2_P:10_M,-0.73596695114432,0.0402804713942827,45.6714763543422
MSTRG.45868.5-chr5:77235589-77242856_F:0_P:2_M,-0.73596695114432,0.0402804713942827,45.6714763543422
ENSMUST00000113453.9-chr5:77235589-77242856_F:1_P:0_M,-0.73596695114432,0.0402804713942827,45.6714763543422
ENSMUST00000120827.9-chr5:77235589-77242856_F:2_P:1_M,-0.73596695114432,0.0402804713942827,45.6714763543422
sp|Q8R1H0|HOP_MOUSE_Homeodomain-only_protein_OS=Mus_musculus_OX=10090_GN=Hopx_PE=1_SV=1_ANNO,-0.73596695114432,0.0402804713942827,45.6714763543422
MSTRG.6041.2-chr10:71091662-71120954_F:0_P:4_M,-0.337714216776537,0.0033119753307247,3579.61441907169
ENSMUST00000020085.7-chr10:71091662-71120954_F:2_P:0_M,-0.337714216776537,0.0033119753307247,3579.61441907169
sp|P61080|UB2D1_MOUSE_Ubiquitin-conjugating_enzyme_E2_D1_OS=Mus_musculus_OX=10090_GN=Ube2d1_PE=1_SV=1_ANNO,-0.337714216776537,0.0033119753307247,3579.61441907169
ENSMUST00000236455.2-chr19:10494306-10502458_F:1_P:0_M,0.362682910192117,0.0023840065067744,645.544395588039
sp|Q8C6I2-2|SDHF2_MOUSE_Isoform_2_of_Succinate_dehydrogenase_assembly_factor_2__mitochondrial_OS=Mus_musculus_OX=10090_GN=Sdhaf2_ANNO,0.362682910192117,0.0023840065067744,645.544395588039
ENSMUST00000048485.7+chr9:53760757-53760849_F:0_P:2_M,3.2758576722187,4.962840512297701e-11,264.782849252237
sp|Q9CQD6|SARCO_MOUSE_Sarcolipin_OS=Mus_musculus_OX=10090_GN=Sln_PE=1_SV=1_ANNO,3.2758576722187,4.962840512297701e-11,264.782849252237
ENSMUST00000231410.2-chr16:92190344-92194171_F:0_P:6_M,1.41955058910107,3.26958311868153e-06,1327.24640402652
ENSMUST00000232197.2-chr16:92190344-92194171_F:2_P:1_M,1.41955058910107,3.26958311868153e-06,1327.24640402652
sp|Q9JHG6-3|RCAN1_MOUSE_Isoform_C_of_Calcipressin-1_OS=Mus_musculus_OX=10090_GN=Rcan1_ANNO,1.41955058910107,3.26958311868153e-06,1327.24640402652
ENSMUST00000081649.10-chr7:140534901-140535828_F:0_P:15_M,-0.285024343395787,0.0217558413688107,1715.91107172777
MSTRG.56565.4-chr7:140534901-140535828_F:0_P:16_M,-0.285024343395787,0.0217558413688107,1715.91107172777
sp|Q99J93|IFM2_MOUSE_Interferon-induced_transmembrane_protein_2_OS=Mus_musculus_OX=10090_GN=Ifitm2_PE=1_SV=1_ANNO,-0.285024343395787,0.0217558413688107,1715.91107172777
MSTRG.62083.2-chr9:79662832-79666939_F:1_P:31_M,0.371927030712921,0.0003472559480559,5935.69825242395
MSTRG.62083.1-chr9:79662832-79666939_F:2_P:23_M,0.371927030712921,0.0003472559480559,5935.69825242395
ENSMUST00000034881.8-chr9:79662832-79666939_F:1_P:2_M,0.371927030712921,0.0003472559480559,5935.69825242395
sp|P48771|CX7A2_MOUSE_Cytochrome_c_oxidase_subunit_7A2__mitochondrial_OS=Mus_musculus_OX=10090_GN=Cox7a2_PE=1_SV=2_ANNO,0.371927030712921,0.0003472559480559,5935.69825242395
ENSMUST00000218893.2-chr10:95316797-95336311_F:1_P:3_M,0.341522650086419,0.0001818443372904,8767.76529129228
ENSMUST00000075829.3-chr10:95316797-95336311_F:0_P:3_M,0.341522650086419,0.0001818443372904,8767.76529129228
MSTRG.6906.4-chr10:95316797-95336311_F:0_P:4_M,0.341522650086419,0.0001818443372904,8767.76529129228
MSTRG.6906.3-chr10:95316797-95336311_F:1_P:7_M,0.341522650086419,0.0001818443372904,8767.76529129228
MSTRG.6906.1-chr10:95316797-95336311_F:0_P:2_M,0.341522650086419,0.0001818443372904,8767.76529129228
MSTRG.6906.8-chr10:95316797-95336311_F:2_P:4_M,0.341522650086419,0.0001818443372904,8767.76529129228
sp|Q9CPV3|RM42_MOUSE_Large_ribosomal_subunit_protein_mL42_OS=Mus_musculus_OX=10090_GN=Mrpl42_PE=1_SV=1_ANNO,0.341522650086419,0.0001818443372904,8767.76529129228
ENSMUST00000111724.8+chr6:145160953-145161289_F:2_P:6_M,0.53003379537908,9.27209867007539e-06,667.433476379802
ENSMUST00000111725.8+chr6:145160953-145161289_F:2_P:3_M,0.53003379537908,9.27209867007539e-06,667.433476379802
ENSMUST00000111726.10+chr6:145160953-145161289_F:0_P:1_M,0.53003379537908,9.27209867007539e-06,667.433476379802
ENSMUST00000111721.2+chr6:145160953-145161289_F:1_P:2_M,0.53003379537908,9.27209867007539e-06,667.433476379802
ENSMUST00000111723.8+chr6:145160953-145161289_F:0_P:5_M,0.53003379537908,9.27209867007539e-06,667.433476379802
MSTRG.51848.4+chr6:145160953-145161289_F:1_P:80_M,0.53003379537908,9.27209867007539e-06,667.433476379802
MSTRG.51848.7+chr6:145160953-145161289_F:1_P:20_M,0.53003379537908,9.27209867007539e-06,667.433476379802
MSTRG.51848.1+chr6:145160953-145161289_F:1_P:9_M,0.53003379537908,9.27209867007539e-06,667.433476379802
MSTRG.51848.2+chr6:145160953-145161289_F:1_P:87_M,0.53003379537908,9.27209867007539e-06,667.433476379802
ENSMUST00000111719.2+chr6:145160953-145161289_F:2_P:9_M,0.53003379537908,9.27209867007539e-06,667.433476379802
ENSMUST00000039729.5+chr6:145160953-145161289_F:2_P:13_M,0.53003379537908,9.27209867007539e-06,667.433476379802
sp|Q91V16|ETFR1_MOUSE_Electron_transfer_flavoprotein_regulatory_factor_1_OS=Mus_musculus_OX=10090_GN=Etfrf1_PE=1_SV=1_ANNO,0.53003379537908,9.27209867007539e-06,667.433476379802
ENSMUST00000023924.4-chr14:14379812-14386049_F:2_P:1_M,0.314763565088138,0.0182627786832893,507.635136378688
MSTRG.18012.2-chr14:14379812-14386049_F:1_P:1_M,0.314763565088138,0.0182627786832893,507.635136378688
MSTRG.18012.1-chr14:14379812-14386049_F:2_P:7_M,0.314763565088138,0.0182627786832893,507.635136378688
sp|Q9CQH8|RPP14_MOUSE_Ribonuclease_P_protein_subunit_p14_OS=Mus_musculus_OX=10090_GN=Rpp14_PE=1_SV=1_ANNO,0.314763565088138,0.0182627786832893,507.635136378688
MSTRG.16820.14-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.15-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.16-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.17-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.18-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.10-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.11-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.12-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.13-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
ENSMUST00000022097.6-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.8-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.7-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.6-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.5-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.9-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.4-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.3-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.2-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
MSTRG.16820.1-chr13:73468117-73476565_F:1_P:0_M,0.250598398613106,0.0280068206800988,4518.40007199281
sp|P52503|NDUS6_MOUSE_NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_6__mitochondrial_OS=Mus_musculus_OX=10090_GN=Ndufs6_PE=1_SV=2_ANNO,0.250598398613106,0.0280068206800988,4518.40007199281
ENSMUST00000081506.11-chr8:84162530-84184968_F:0_P:0_M,0.343704332455619,0.0237093830071871,454.083040453082
sp|Q78YZ6|SCOC_MOUSE_Short_coiled-coil_protein_OS=Mus_musculus_OX=10090_GN=Scoc_PE=1_SV=1_ANNO,0.343704332455619,0.0237093830071871,454.083040453082
MSTRG.63371.21+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.24+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.22+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.10+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.14+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.13+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.12+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.11+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.17+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.16+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.1+chr9:121539469-121541715_F:1_P:19_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.2+chr9:121539469-121541715_F:1_P:11_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.3+chr9:121539469-121541715_F:0_P:3_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.4+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
MSTRG.63371.7+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
ENSMUST00000035113.11+chr9:121539469-121541715_F:1_P:0_M,0.270629769840687,0.0423380061056264,1060.61750460516
sp|Q9D174|S18L2_MOUSE_SS18-like_protein_2_OS=Mus_musculus_OX=10090_GN=Ss18l2_PE=3_SV=1_ANNO,0.270629769840687,0.0423380061056264,1060.61750460516
ENSMUST00000235640.2-chr18:84967480-84969422_F:2_P:5_M,0.56267196961702,5.82048725080999e-05,479.204725945645
ENSMUST00000235548.2-chr18:84967480-84969422_F:2_P:5_M,0.56267196961702,5.82048725080999e-05,479.204725945645
ENSMUST00000235591.2-chr18:84967480-84969422_F:2_P:5_M,0.56267196961702,5.82048725080999e-05,479.204725945645
sp|Q8CCM6-3|TIM21_MOUSE_Isoform_2_of_Mitochondrial_import_inner_membrane_translocase_subunit_Tim21_OS=Mus_musculus_OX=10090_GN=Timm21_ANNO,0.56267196961702,5.82048725080999e-05,479.204725945645
ENSMUST00000090541.12-chr11:95963933-95965851_F:2_P:1_M,0.358155595147951,0.0013082052688108,19568.9643717138
ENSMUST00000107684.2-chr11:95963933-95965851_F:1_P:2_M,0.358155595147951,0.0013082052688108,19568.9643717138
ENSMUST00000107686.8-chr11:95963933-95965851_F:0_P:3_M,0.358155595147951,0.0013082052688108,19568.9643717138
ENSMUST00000178611.8-chr11:95963933-95965851_F:0_P:1_M,0.358155595147951,0.0013082052688108,19568.9643717138
sp|Q9CR84|AT5G1_MOUSE_ATP_synthase_F(0)_complex_subunit_C1__mitochondrial_OS=Mus_musculus_OX=10090_GN=Atp5mc1_PE=1_SV=1_ANNO,0.358155595147951,0.0013082052688108,19568.9643717138
ENSMUST00000113471.3+chr19:6451821-6453645_F:0_P:2_M,0.376310038240971,0.033374885278451,243.96263304215
ENSMUST00000113472.8+chr19:6451821-6453645_F:0_P:15_M,0.376310038240971,0.033374885278451,243.96263304215
ENSMUST00000113475.8+chr19:6451821-6453645_F:2_P:3_M,0.376310038240971,0.033374885278451,243.96263304215
MSTRG.30313.8+chr19:6451821-6453645_F:1_P:3_M,0.376310038240971,0.033374885278451,243.96263304215
sp|Q9QUG9-3|GRP2_MOUSE_Isoform_3_of_RAS_guanyl-releasing_protein_2_OS=Mus_musculus_OX=10090_GN=Rasgrp2_ANNO,0.376310038240971,0.033374885278451,243.96263304215
ENSMUST00000217150.2-chr9:20979068-20979211_F:2_P:8_M,0.443760090135962,0.0043094408326348,536.339640154549
ENSMUST00000217282.2-chr9:20979068-20979211_F:0_P:31_M,0.443760090135962,0.0043094408326348,536.339640154549
ENSMUST00000213826.2-chr9:20979068-20979211_F:1_P:0_M,0.443760090135962,0.0043094408326348,536.339640154549
ENSMUST00000215631.2-chr9:20979068-20979211_F:2_P:8_M,0.443760090135962,0.0043094408326348,536.339640154549
ENSMUST00000215338.2-chr9:20979068-20979211_F:0_P:8_M,0.443760090135962,0.0043094408326348,536.339640154549
MSTRG.60283.6-chr9:20979068-20979211_F:0_P:16_M,0.443760090135962,0.0043094408326348,536.339640154549
MSTRG.60283.3-chr9:20979068-20979211_F:2_P:19_M,0.443760090135962,0.0043094408326348,536.339640154549
MSTRG.60283.9-chr9:20979068-20979211_F:1_P:51_M,0.443760090135962,0.0043094408326348,536.339640154549
MSTRG.60283.8-chr9:20979068-20979211_F:1_P:47_M,0.443760090135962,0.0043094408326348,536.339640154549
sp|Q9CPW2-2|FDX2_MOUSE_Isoform_2_of_Ferredoxin-2__mitochondrial_OS=Mus_musculus_OX=10090_GN=Fdx2_ANNO,0.443760090135962,0.0043094408326348,536.339640154549
MSTRG.49321.8-chr6:52209489-52217267_F:2_P:8_M,-0.562191362423625,0.0006016245060902,197.0530591157
ENSMUST00000121043.2-chr6:52209489-52217267_F:2_P:8_M,-0.562191362423625,0.0006016245060902,197.0530591157
sp|P31310-2|HXA10_MOUSE_Isoform_2_of_Homeobox_protein_Hox-A10_OS=Mus_musculus_OX=10090_GN=Hoxa10_ANNO,-0.562191362423625,0.0006016245060902,197.0530591157
